월,경로,제품코드,제품명,판매수량
2024년 1월,Amazon(USA),BA00010,딥크림[70ml/-],4
2024년 1월,Amazon(USA),BA00026,스위밍풀앰플[50ml/-],3
2024년 1월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],123
2024년 1월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],3
2024년 1월,Amazon(USA),BA00004,클렌저[200ml/-],9
2024년 1월,B2B(GLOBAL),BA00023,토너[300ml/-],2
2024년 2월,Amazon(USA),BA00010,딥크림[70ml/-],14
2024년 2월,Amazon(USA),BA00026,스위밍풀앰플[50ml/-],36
2024년 2월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],2273
2024년 2월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],75
2024년 2월,Amazon(USA),BA00004,클렌저[200ml/-],33
2024년 2월,B2B(GLOBAL),BA00023,토너[300ml/-],236
2024년 3월,Amazon(USA),BA00010,딥크림[70ml/-],9
2024년 3월,Amazon(USA),BA00026,스위밍풀앰플[50ml/-],21
2024년 3월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],2809
2024년 3월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],49
2024년 3월,Amazon(USA),BA00004,클렌저[200ml/-],30
2024년 3월,B2B(GLOBAL),BA00017,앰플[50ml/-],88
2024년 3월,B2B(GLOBAL),BA00004,클렌저[200ml/-],441
2024년 3월,B2B(GLOBAL),BA00012,클렌징오일[200ml/-],1
2024년 3월,B2B(GLOBAL),BA00023,토너[300ml/-],368
2024년 3월,Shopee(MY),BA00023,스위밍풀토너[300ml/-],2
2024년 3월,Shopee(PH),BA00023,스위밍풀토너[300ml/-],13
2024년 4월,Amazon(USA),BA00010,딥크림[70ml/-],17
2024년 4월,Amazon(USA),BA00026,스위밍풀앰플[50ml/-],35
2024년 4월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],3849
2024년 4월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],160
2024년 4월,Amazon(USA),BA00004,클렌저[200ml/-],32
2024년 4월,B2B(GLOBAL),BA00010,딥크림[70ml/-],20
2024년 4월,B2B(GLOBAL),BA00005,선크림[50ml/-],20
2024년 4월,B2B(GLOBAL),BA00004,클렌저[200ml/-],209
2024년 4월,B2B(GLOBAL),BA00012,클렌징오일[200ml/-],116
2024년 4월,B2B(GLOBAL),BA00023,토너[300ml/-],442
2024년 4월,B2B(GLOBAL),BA00025,토너패드[220ml|70매/-],20
2024년 4월,Shopee(MY),BA00023,스위밍풀토너[300ml/-],42
2024년 4월,Shopee(PH),BA00023,스위밍풀토너[300ml/-],80
2024년 4월,Shopee(SG),BA00023,스위밍풀토너[300ml/-],49
2024년 5월,Amazon(USA),BA00010,딥크림[70ml/-],16
2024년 5월,Amazon(USA),BA00026,스위밍풀앰플[50ml/-],17
2024년 5월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],3535
2024년 5월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],97
2024년 5월,Amazon(USA),BA00004,클렌저[200ml/-],22
2024년 5월,B2B(GLOBAL),BA00004,클렌저[200ml/-],0
2024년 5월,B2B(GLOBAL),BA00012,클렌징오일[200ml/-],1
2024년 5월,B2B(GLOBAL),BA00023,토너[300ml/-],766
2024년 5월,Shopee(MY),BA00023,스위밍풀토너[300ml/-],84
2024년 5월,Shopee(PH),BA00023,스위밍풀토너[300ml/-],443
2024년 5월,Shopee(SG),BA00023,스위밍풀토너[300ml/-],71
2024년 6월,Amazon(USA),BA00010,딥크림[70ml/-],10
2024년 6월,Amazon(USA),BA00026,스위밍풀앰플[50ml/-],41
2024년 6월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],3175
2024년 6월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],91
2024년 6월,Amazon(USA),BA00004,클렌저[200ml/-],49
2024년 6월,B2B(GLOBAL),BA00004,클렌저[200ml/-],63
2024년 6월,B2B(GLOBAL),BA00023,토너[300ml/-],2375
2024년 6월,B2B(GLOBAL),BA00025,토너패드[220ml|70매/-],40
2024년 6월,Shopee(MY),BA00019,데일리글로우클렌저[210ml/-],2
2024년 6월,Shopee(MY),BA00010,딥크림[70ml/-],4
2024년 6월,Shopee(MY),BA00023,스위밍풀토너[300ml/-],244
2024년 6월,Shopee(PH),BA00019,데일리글로우클렌저[210ml/-],5
2024년 6월,Shopee(PH),BA00023,스위밍풀토너[300ml/-],794
2024년 6월,Shopee(SG),BA00019,데일리글로우클렌저[210ml/-],21
2024년 6월,Shopee(SG),BA00010,딥크림[70ml/-],1
2024년 6월,Shopee(SG),BA00023,스위밍풀토너[300ml/-],230
2024년 6월,Shopee(SG),BA00025,스위밍풀토너패드[220ml|70매/-],2
2024년 6월,Shopee(VN),BA00023,스위밍풀토너[300ml/-],1
2024년 7월,Amazon(USA),BA00019,데일리글로우클렌저[210ml/-],109
2024년 7월,Amazon(USA),BA00010,딥크림[70ml/-],15
2024년 7월,Amazon(USA),BA00026,스위밍풀앰플[50ml/-],51
2024년 7월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],5445
2024년 7월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],43
2024년 7월,Amazon(USA),BA00004,클렌저[200ml/-],77
2024년 7월,B2B(GLOBAL),BA00023,토너[300ml/-],3055
2024년 7월,B2B(GLOBAL),BA00025,토너패드[220ml|70매/-],80
2024년 7월,Shopee(MY),BA00019,데일리글로우클렌저[210ml/-],48
2024년 7월,Shopee(MY),BA00010,딥크림[70ml/-],43
2024년 7월,Shopee(MY),BA00005,선크림[50ml/-],2
2024년 7월,Shopee(MY),BA00023,스위밍풀토너[300ml/-],451
2024년 7월,Shopee(MY),BA00025,스위밍풀토너패드[220ml|70매/-],4
2024년 7월,Shopee(PH),BA00019,데일리글로우클렌저[210ml/-],258
2024년 7월,Shopee(PH),BA00010,딥크림[70ml/-],34
2024년 7월,Shopee(PH),BA00005,선크림[50ml/-],13
2024년 7월,Shopee(PH),BA00023,스위밍풀토너[300ml/-],1377
2024년 7월,Shopee(PH),BA00025,스위밍풀토너패드[220ml|70매/-],24
2024년 7월,Shopee(PH),BA00017,앰플[50ml/-],1
2024년 7월,Shopee(SG),BA00019,데일리글로우클렌저[210ml/-],17
2024년 7월,Shopee(SG),BA00010,딥크림[70ml/-],9
2024년 7월,Shopee(SG),BA00005,선크림[50ml/-],17
2024년 7월,Shopee(SG),BA00023,스위밍풀토너[300ml/-],356
2024년 7월,Shopee(SG),BA00025,스위밍풀토너패드[220ml|70매/-],8
2024년 7월,Shopee(VN),BA00019,데일리글로우클렌저[210ml/-],1
2024년 7월,Shopee(VN),BA00005,선크림[50ml/-],2
2024년 7월,Shopee(VN),BA00023,스위밍풀토너[300ml/-],7
2024년 8월,Amazon(USA),BA00019,데일리글로우클렌저[210ml/-],99
2024년 8월,Amazon(USA),BA00010,딥크림[70ml/-],8
2024년 8월,Amazon(USA),BA00026,스위밍풀앰플[50ml/-],22
2024년 8월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],4347
2024년 8월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],3
2024년 8월,Amazon(USA),BA00004,클렌저[200ml/-],11
2024년 8월,B2B(GLOBAL),BA00019,데일리글로우클렌저[210ml/-],63
2024년 8월,B2B(GLOBAL),BA00004,클렌저[200ml/-],580
2024년 8월,B2B(GLOBAL),BA00023,토너[300ml/-],3338
2024년 8월,Shopee(MY),BA00019,데일리글로우클렌저[210ml/-],38
2024년 8월,Shopee(MY),BA00010,딥크림[70ml/-],19
2024년 8월,Shopee(MY),BA00005,선크림[50ml/-],9
2024년 8월,Shopee(MY),BA00023,스위밍풀토너[300ml/-],426
2024년 8월,Shopee(MY),BA00025,스위밍풀토너패드[220ml|70매/-],7
2024년 8월,Shopee(PH),BA00019,데일리글로우클렌저[210ml/-],195
2024년 8월,Shopee(PH),BA00010,딥크림[70ml/-],20
2024년 8월,Shopee(PH),BA00005,선크림[50ml/-],15
2024년 8월,Shopee(PH),BA00023,스위밍풀토너[300ml/-],1118
2024년 8월,Shopee(PH),BA00025,스위밍풀토너패드[220ml|70매/-],18
2024년 8월,Shopee(SG),BA00019,데일리글로우클렌저[210ml/-],39
2024년 8월,Shopee(SG),BA00010,딥크림[70ml/-],8
2024년 8월,Shopee(SG),BA00005,선크림[50ml/-],111
2024년 8월,Shopee(SG),BA00023,스위밍풀토너[300ml/-],439
2024년 8월,Shopee(SG),BA00025,스위밍풀토너패드[220ml|70매/-],6
2024년 8월,Shopee(VN),BA00019,데일리글로우클렌저[210ml/-],1
2024년 8월,Shopee(VN),BA00005,선크림[50ml/-],1
2024년 8월,Shopee(VN),BA00023,스위밍풀토너[300ml/-],25
2024년 8월,Shopee(VN),BA00025,스위밍풀토너패드[220ml|70매/-],1
2024년 9월,Amazon(USA),BA00019,데일리글로우클렌저[210ml/-],187
2024년 9월,Amazon(USA),BA00010,딥크림[70ml/-],11
2024년 9월,Amazon(USA),BA00021,바쿠치올플럼핑세럼[30ml/-],58
2024년 9월,Amazon(USA),BA00022,비타민일루미네이팅세럼[30ml/-],58
2024년 9월,Amazon(USA),BA00026,스위밍풀앰플[50ml/-],41
2024년 9월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],5321
2024년 9월,Amazon(USA),BA00004,클렌저[200ml/-],8
2024년 9월,B2B(GLOBAL),BA00019,데일리글로우클렌저[210ml/-],14
2024년 9월,B2B(GLOBAL),BA00010,딥크림[70ml/-],1
2024년 9월,B2B(GLOBAL),BA00023,토너[300ml/-],2513
2024년 9월,B2B(GLOBAL),BA00025,토너패드[220ml|70매/-],3
2024년 9월,Shopee(MY),BA00019,데일리글로우클렌저[210ml/-],26
2024년 9월,Shopee(MY),BA00010,딥크림[70ml/-],25
2024년 9월,Shopee(MY),BA00005,선크림[50ml/-],154
2024년 9월,Shopee(MY),BA00023,스위밍풀토너[300ml/-],723
2024년 9월,Shopee(MY),BA00025,스위밍풀토너패드[220ml|70매/-],6
2024년 9월,Shopee(MY),BA00004,클렌저[200ml/-],18
2024년 9월,Shopee(PH),BA00019,데일리글로우클렌저[210ml/-],87
2024년 9월,Shopee(PH),BA00010,딥크림[70ml/-],45
2024년 9월,Shopee(PH),BA00005,선크림[50ml/-],43
2024년 9월,Shopee(PH),BA00023,스위밍풀토너[300ml/-],1630
2024년 9월,Shopee(PH),BA00025,스위밍풀토너패드[220ml|70매/-],30
2024년 9월,Shopee(PH),BA00004,클렌저[200ml/-],10
2024년 9월,Shopee(SG),BA00019,데일리글로우클렌저[210ml/-],53
2024년 9월,Shopee(SG),BA00010,딥크림[70ml/-],96
2024년 9월,Shopee(SG),BA00005,선크림[50ml/-],320
2024년 9월,Shopee(SG),BA00023,스위밍풀토너[300ml/-],785
2024년 9월,Shopee(SG),BA00025,스위밍풀토너패드[220ml|70매/-],18
2024년 9월,Shopee(SG),BA00004,클렌저[200ml/-],17
2024년 9월,Shopee(TW),BA00023,스위밍풀토너[300ml/-],8
2024년 9월,Shopee(VN),BA00019,데일리글로우클렌저[210ml/-],6
2024년 9월,Shopee(VN),BA00010,딥크림[70ml/-],4
2024년 9월,Shopee(VN),BA00005,선크림[50ml/-],39
2024년 9월,Shopee(VN),BA00023,스위밍풀토너[300ml/-],82
2024년 9월,Shopee(VN),BA00025,스위밍풀토너패드[220ml|70매/-],4
2024년 9월,Shopee(VN),BA00004,클렌저[200ml/-],5
2024년 10월,Amazon(USA),BA00019,데일리글로우클렌저[210ml/-],206
2024년 10월,Amazon(USA),BA00010,딥크림[70ml/-],26
2024년 10월,Amazon(USA),BA00021,바쿠치올플럼핑세럼[30ml/-],741
2024년 10월,Amazon(USA),BA00022,비타민일루미네이팅세럼[30ml/-],211
2024년 10월,Amazon(USA),BA00026,스위밍풀앰플[50ml/-],53
2024년 10월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],6013
2024년 10월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],1
2024년 10월,Amazon(USA),BA00004,클렌저[200ml/-],20
2024년 10월,B2B(GLOBAL),BA00019,데일리글로우클렌저[210ml/-],14
2024년 10월,B2B(GLOBAL),BA00010,딥크림[70ml/-],185
2024년 10월,B2B(GLOBAL),BA00021,바쿠치올플럼핑세럼[30ml/-],423
2024년 10월,B2B(GLOBAL),BA00022,비타민일루미네이팅세럼[30ml/-],140
2024년 10월,B2B(GLOBAL),BA00004,클렌저[200ml/-],252
2024년 10월,B2B(GLOBAL),BA00012,클렌징오일[200ml/-],144
2024년 10월,B2B(GLOBAL),BA00023,토너[300ml/-],4195
2024년 10월,B2B(GLOBAL),BA00025,토너패드[220ml|70매/-],1
2024년 10월,Shopee(MY),BA00019,데일리글로우클렌저[210ml/-],28
2024년 10월,Shopee(MY),BA00010,딥크림[70ml/-],38
2024년 10월,Shopee(MY),BA00021,바쿠치올플럼핑세럼[30ml/-],14
2024년 10월,Shopee(MY),BA00022,비타민일루미네이팅세럼[30ml/-],6
2024년 10월,Shopee(MY),BA00005,선크림[50ml/-],45
2024년 10월,Shopee(MY),BA00023,스위밍풀토너[300ml/-],686
2024년 10월,Shopee(MY),BA00025,스위밍풀토너패드[220ml|70매/-],15
2024년 10월,Shopee(MY),BA00004,클렌저[200ml/-],17
2024년 10월,Shopee(PH),BA00019,데일리글로우클렌저[210ml/-],101
2024년 10월,Shopee(PH),BA00010,딥크림[70ml/-],52
2024년 10월,Shopee(PH),BA00021,바쿠치올플럼핑세럼[30ml/-],19
2024년 10월,Shopee(PH),BA00022,비타민일루미네이팅세럼[30ml/-],11
2024년 10월,Shopee(PH),BA00005,선크림[50ml/-],33
2024년 10월,Shopee(PH),BA00023,스위밍풀토너[300ml/-],1419
2024년 10월,Shopee(PH),BA00025,스위밍풀토너패드[220ml|70매/-],26
2024년 10월,Shopee(PH),BA00004,클렌저[200ml/-],15
2024년 10월,Shopee(SG),BA00019,데일리글로우클렌저[210ml/-],59
2024년 10월,Shopee(SG),BA00010,딥크림[70ml/-],114
2024년 10월,Shopee(SG),BA00021,바쿠치올플럼핑세럼[30ml/-],17
2024년 10월,Shopee(SG),BA00022,비타민일루미네이팅세럼[30ml/-],13
2024년 10월,Shopee(SG),BA00005,선크림[50ml/-],84
2024년 10월,Shopee(SG),BA00023,스위밍풀토너[300ml/-],570
2024년 10월,Shopee(SG),BA00025,스위밍풀토너패드[220ml|70매/-],2
2024년 10월,Shopee(SG),BA00004,클렌저[200ml/-],28
2024년 10월,Shopee(TW),BA00010,딥크림[70ml/-],1
2024년 10월,Shopee(TW),BA00023,스위밍풀토너[300ml/-],12
2024년 10월,Shopee(TW),BA00004,클렌저[200ml/-],1
2024년 10월,Shopee(VN),BA00019,데일리글로우클렌저[210ml/-],7
2024년 10월,Shopee(VN),BA00010,딥크림[70ml/-],9
2024년 10월,Shopee(VN),BA00021,바쿠치올플럼핑세럼[30ml/-],8
2024년 10월,Shopee(VN),BA00022,비타민일루미네이팅세럼[30ml/-],5
2024년 10월,Shopee(VN),BA00005,선크림[50ml/-],7
2024년 10월,Shopee(VN),BA00023,스위밍풀토너[300ml/-],98
2024년 10월,Shopee(VN),BA00025,스위밍풀토너패드[220ml|70매/-],3
2024년 10월,Shopee(VN),BA00004,클렌저[200ml/-],9
2024년 11월,Amazon(USA),BA00019,데일리글로우클렌저[210ml/-],256
2024년 11월,Amazon(USA),BA00010,딥크림[70ml/-],44
2024년 11월,Amazon(USA),BA00021,바쿠치올플럼핑세럼[30ml/-],4615
2024년 11월,Amazon(USA),BA00022,비타민일루미네이팅세럼[30ml/-],1290
2024년 11월,Amazon(USA),BA00026,스위밍풀앰플[50ml/-],69
2024년 11월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],7684
2024년 11월,Amazon(USA),BA00004,클렌저[200ml/-],27
2024년 11월,B2B(GLOBAL),BA00019,데일리글로우클렌저[210ml/-],345
2024년 11월,B2B(GLOBAL),BA00021,바쿠치올플럼핑세럼[30ml/-],1336
2024년 11월,B2B(GLOBAL),BA00022,비타민일루미네이팅세럼[30ml/-],800
2024년 11월,B2B(GLOBAL),BA00023,토너[300ml/-],5299
2024년 11월,Shopee(MY),BA00019,데일리글로우클렌저[210ml/-],42
2024년 11월,Shopee(MY),BA00010,딥크림[70ml/-],42
2024년 11월,Shopee(MY),BA00021,바쿠치올플럼핑세럼[30ml/-],316
2024년 11월,Shopee(MY),BA00022,비타민일루미네이팅세럼[30ml/-],167
2024년 11월,Shopee(MY),BA00005,선크림[50ml/-],39
2024년 11월,Shopee(MY),BA00023,스위밍풀토너[300ml/-],687
2024년 11월,Shopee(MY),BA00025,스위밍풀토너패드[220ml|70매/-],27
2024년 11월,Shopee(MY),BA00017,앰플[50ml/-],18
2024년 11월,Shopee(MY),BA00004,클렌저[200ml/-],241
2024년 11월,Shopee(PH),BA00019,데일리글로우클렌저[210ml/-],120
2024년 11월,Shopee(PH),BA00010,딥크림[70ml/-],77
2024년 11월,Shopee(PH),BA00021,바쿠치올플럼핑세럼[30ml/-],301
2024년 11월,Shopee(PH),BA00022,비타민일루미네이팅세럼[30ml/-],165
2024년 11월,Shopee(PH),BA00005,선크림[50ml/-],35
2024년 11월,Shopee(PH),BA00023,스위밍풀토너[300ml/-],2569
2024년 11월,Shopee(PH),BA00025,스위밍풀토너패드[220ml|70매/-],42
2024년 11월,Shopee(PH),BA00017,앰플[50ml/-],23
2024년 11월,Shopee(PH),BA00004,클렌저[200ml/-],50
2024년 11월,Shopee(SG),BA00019,데일리글로우클렌저[210ml/-],14
2024년 11월,Shopee(SG),BA00010,딥크림[70ml/-],103
2024년 11월,Shopee(SG),BA00021,바쿠치올플럼핑세럼[30ml/-],665
2024년 11월,Shopee(SG),BA00022,비타민일루미네이팅세럼[30ml/-],241
2024년 11월,Shopee(SG),BA00005,선크림[50ml/-],149
2024년 11월,Shopee(SG),BA00023,스위밍풀토너[300ml/-],887
2024년 11월,Shopee(SG),BA00017,앰플[50ml/-],46
2024년 11월,Shopee(SG),BA00004,클렌저[200ml/-],78
2024년 11월,Shopee(TW),BA00010,딥크림[70ml/-],1
2024년 11월,Shopee(TW),BA00021,바쿠치올플럼핑세럼[30ml/-],7
2024년 11월,Shopee(TW),BA00023,스위밍풀토너[300ml/-],17
2024년 11월,Shopee(TW),BA00004,클렌저[200ml/-],1
2024년 11월,Shopee(VN),BA00019,데일리글로우클렌저[210ml/-],2
2024년 11월,Shopee(VN),BA00010,딥크림[70ml/-],8
2024년 11월,Shopee(VN),BA00021,바쿠치올플럼핑세럼[30ml/-],43
2024년 11월,Shopee(VN),BA00022,비타민일루미네이팅세럼[30ml/-],30
2024년 11월,Shopee(VN),BA00005,선크림[50ml/-],11
2024년 11월,Shopee(VN),BA00023,스위밍풀토너[300ml/-],100
2024년 11월,Shopee(VN),BA00004,클렌저[200ml/-],33
2024년 12월,Amazon(USA),BA00019,데일리글로우클렌저[210ml/-],287
2024년 12월,Amazon(USA),BA00010,딥크림[70ml/-],34
2024년 12월,Amazon(USA),BA00021,바쿠치올플럼핑세럼[30ml/-],5373
2024년 12월,Amazon(USA),BA00022,비타민일루미네이팅세럼[30ml/-],1312
2024년 12월,Amazon(USA),BA00026,스위밍풀앰플[50ml/-],60
2024년 12월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],6972
2024년 12월,Amazon(USA),BA00004,클렌저[200ml/-],21
2024년 12월,B2B(GLOBAL),BA00019,데일리글로우클렌저[210ml/-],375
2024년 12월,B2B(GLOBAL),BA00021,바쿠치올플럼핑세럼[30ml/-],3264
2024년 12월,B2B(GLOBAL),BA00022,비타민일루미네이팅세럼[30ml/-],1707
2024년 12월,B2B(GLOBAL),BA00023,스위밍풀토너[300ml/-],469
2024년 12월,B2B(GLOBAL),BA00023,토너[300ml/-],6746
2024년 12월,Shopee(MY),BA00019,데일리글로우클렌저[210ml/-],29
2024년 12월,Shopee(MY),BA00010,딥크림[70ml/-],38
2024년 12월,Shopee(MY),BA00021,바쿠치올플럼핑세럼[30ml/-],514
2024년 12월,Shopee(MY),BA00022,비타민일루미네이팅세럼[30ml/-],138
2024년 12월,Shopee(MY),BA00005,선크림[50ml/-],19
2024년 12월,Shopee(MY),BA00023,스위밍풀토너[300ml/-],1293
2024년 12월,Shopee(MY),BA00025,스위밍풀토너패드[220ml|70매/-],8
2024년 12월,Shopee(MY),BA00017,앰플[50ml/-],75
2024년 12월,Shopee(MY),BA00004,클렌저[200ml/-],34
2024년 12월,Shopee(PH),BA00019,데일리글로우클렌저[210ml/-],177
2024년 12월,Shopee(PH),BA00010,딥크림[70ml/-],630
2024년 12월,Shopee(PH),BA00021,바쿠치올플럼핑세럼[30ml/-],707
2024년 12월,Shopee(PH),BA00022,비타민일루미네이팅세럼[30ml/-],272
2024년 12월,Shopee(PH),BA00005,선크림[50ml/-],52
2024년 12월,Shopee(PH),BA00023,스위밍풀토너[300ml/-],2527
2024년 12월,Shopee(PH),BA00025,스위밍풀토너패드[220ml|70매/-],63
2024년 12월,Shopee(PH),BA00017,앰플[50ml/-],35
2024년 12월,Shopee(PH),BA00004,클렌저[200ml/-],73
2024년 12월,Shopee(SG),BA00019,데일리글로우클렌저[210ml/-],103
2024년 12월,Shopee(SG),BA00010,딥크림[70ml/-],250
2024년 12월,Shopee(SG),BA00021,바쿠치올플럼핑세럼[30ml/-],894
2024년 12월,Shopee(SG),BA00022,비타민일루미네이팅세럼[30ml/-],317
2024년 12월,Shopee(SG),BA00005,선크림[50ml/-],19
2024년 12월,Shopee(SG),BA00023,스위밍풀토너[300ml/-],1467
2024년 12월,Shopee(SG),BA00017,앰플[50ml/-],67
2024년 12월,Shopee(SG),BA00004,클렌저[200ml/-],30
2024년 12월,Shopee(TW),BA00010,딥크림[70ml/-],5
2024년 12월,Shopee(TW),BA00021,바쿠치올플럼핑세럼[30ml/-],12
2024년 12월,Shopee(TW),BA00022,비타민일루미네이팅세럼[30ml/-],8
2024년 12월,Shopee(TW),BA00005,선크림[50ml/-],1
2024년 12월,Shopee(TW),BA00023,스위밍풀토너[300ml/-],21
2024년 12월,Shopee(TW),BA00017,앰플[50ml/-],7
2024년 12월,Shopee(VN),BA00019,데일리글로우클렌저[210ml/-],2
2024년 12월,Shopee(VN),BA00010,딥크림[70ml/-],182
2024년 12월,Shopee(VN),BA00021,바쿠치올플럼핑세럼[30ml/-],29
2024년 12월,Shopee(VN),BA00022,비타민일루미네이팅세럼[30ml/-],18
2024년 12월,Shopee(VN),BA00005,선크림[50ml/-],2
2024년 12월,Shopee(VN),BA00023,스위밍풀토너[300ml/-],296
2024년 12월,Shopee(VN),BA00017,앰플[50ml/-],1
2024년 12월,Shopee(VN),BA00004,클렌저[200ml/-],3
2025년 1월,Amazon(USA),BA00019,데일리글로우클렌저[210ml/-],332
2025년 1월,Amazon(USA),BA00021,바쿠치올플럼핑세럼[30ml/-],5377
2025년 1월,Amazon(USA),BA00022,비타민일루미네이팅세럼[30ml/-],1645
2025년 1월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],10359
2025년 1월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],7
2025년 1월,B2B(GLOBAL),BA00019,데일리글로우클렌저[210ml/-],146
2025년 1월,B2B(GLOBAL),BA00021,바쿠치올플럼핑세럼[30ml/-],9903
2025년 1월,B2B(GLOBAL),BA00022,비타민일루미네이팅세럼[30ml/-],2853
2025년 1월,B2B(GLOBAL),BA00026,스위밍풀앰플[50ml/-],313
2025년 1월,B2B(GLOBAL),BA00024,스위밍풀토너[155ml/-],1242
2025년 1월,B2B(GLOBAL),BA00023,스위밍풀토너[300ml/-],700
