월,경로,제품코드,제품명,판매수량
2025년 5월,Shopee(PH),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],9
2025년 5월,Shopee(PH),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],90
2025년 5월,Shopee(PH),BA00028,퍼플PDRN포어세럼[30ml/-],156
2025년 5월,Shopee(PH),BA00029,퍼플라이스포어클렌징오일[200ml/-],9
2025년 5월,Shopee(PH),BA00027,퍼플라이스포어팩클렌저[130g/-],29
2025년 5월,Shopee(SG),BA00019,데일리글로우클렌저[210ml/-],38
2025년 5월,Shopee(SG),BA00021,바쿠치올플럼핑세럼[30ml/-],888
2025년 5월,Shopee(SG),BA00022,비타민일루미네이팅세럼[30ml/-],344
2025년 5월,Shopee(SG),BA00026,스위밍풀앰플[50ml/-],8
2025년 5월,Shopee(SG),BA00024,스위밍풀토너[155ml/-],723
2025년 5월,Shopee(SG),BA00023,스위밍풀토너[300ml/-],799
2025년 5월,Shopee(SG),BA00025,스위밍풀토너패드[220ml|70매/-],94
2025년 5월,Shopee(SG),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],4
2025년 5월,Shopee(SG),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],174
2025년 5월,Shopee(SG),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],270
2025년 5월,Shopee(SG),BA00028,퍼플PDRN포어세럼[30ml/-],294
2025년 5월,Shopee(SG),BA00029,퍼플라이스포어클렌징오일[200ml/-],5
2025년 5월,Shopee(SG),BA00027,퍼플라이스포어팩클렌저[130g/-],23
2025년 5월,Shopee(TW),BA00021,바쿠치올플럼핑세럼[30ml/-],46
2025년 5월,Shopee(TW),BA00022,비타민일루미네이팅세럼[30ml/-],183
2025년 5월,Shopee(TW),BA00026,스위밍풀앰플[50ml/-],116
2025년 5월,Shopee(TW),BA00024,스위밍풀토너[155ml/-],19
2025년 5월,Shopee(TW),BA00023,스위밍풀토너[300ml/-],39
2025년 5월,Shopee(TW),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],19
2025년 5월,Shopee(TW),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],48
2025년 5월,Shopee(TW),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],3
2025년 5월,Shopee(TW),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],12
2025년 5월,Shopee(TW),BA00028,퍼플PDRN포어세럼[30ml/-],72
2025년 5월,Shopee(TW),BA00029,퍼플라이스포어클렌징오일[200ml/-],1
2025년 5월,Shopee(TW),BA00027,퍼플라이스포어팩클렌저[130g/-],64
2025년 5월,Shopee(VN),BA00021,바쿠치올플럼핑세럼[30ml/-],159
2025년 5월,Shopee(VN),BA00022,비타민일루미네이팅세럼[30ml/-],43
2025년 5월,Shopee(VN),BA00026,스위밍풀앰플[50ml/-],283
2025년 5월,Shopee(VN),BA00024,스위밍풀토너[155ml/-],289
2025년 5월,Shopee(VN),BA00023,스위밍풀토너[300ml/-],145
2025년 5월,Shopee(VN),BA00025,스위밍풀토너패드[220ml|70매/-],4
2025년 5월,Shopee(VN),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],2
2025년 5월,Shopee(VN),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],24
2025년 5월,Shopee(VN),BA00028,퍼플PDRN포어세럼[30ml/-],58
2025년 5월,Shopee(VN),BA00029,퍼플라이스포어클렌징오일[200ml/-],4
2025년 5월,Shopee(VN),BA00027,퍼플라이스포어팩클렌저[130g/-],4
2025년 5월,TikTokShop(USA),BA00021,바쿠치올플럼핑세럼[30ml/-],1140
2025년 5월,TikTokShop(USA),BA00022,비타민일루미네이팅세럼[30ml/-],658
2025년 5월,TikTokShop(USA),BA00023,스위밍풀토너[300ml/-],29
2025년 5월,TikTokShop(USA),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],67
2025년 5월,TikTokShop(USA),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],165
2025년 5월,TikTokShop(USA),BA00028,퍼플PDRN포어세럼[30ml/-],63
2025년 5월,TikTokShop(USA),BA00027,퍼플라이스포어팩클렌저[130g/-],73
2025년 6월,Amazon(USA),BA00019,데일리글로우클렌저[210ml/-],223
2025년 6월,Amazon(USA),BA00021,바쿠치올플럼핑세럼[30ml/-],5418
2025년 6월,Amazon(USA),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],80
2025년 6월,Amazon(USA),BA00022,비타민일루미네이팅세럼[30ml/-],3290
2025년 6월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],6826
2025년 6월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],717
2025년 6월,Amazon(USA),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],50
2025년 6월,Amazon(USA),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],53
2025년 6월,Amazon(USA),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],332
2025년 6월,Amazon(USA),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],809
2025년 6월,Amazon(USA),BA00028,퍼플PDRN포어세럼[30ml/-],981
2025년 6월,Amazon(USA),BA00029,퍼플라이스포어클렌징오일[200ml/-],106
2025년 6월,Amazon(USA),BA00027,퍼플라이스포어팩클렌저[130g/-],99
2025년 6월,B2B(GLOBAL),BA00019,데일리글로우클렌저[210ml/-],0
2025년 6월,B2B(GLOBAL),BA00021,바쿠치올플럼핑세럼[30ml/-],32220
2025년 6월,B2B(GLOBAL),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],600
2025년 6월,B2B(GLOBAL),BA00022,비타민일루미네이팅세럼[30ml/-],20751
2025년 6월,B2B(GLOBAL),BA00026,스위밍풀앰플[50ml/-],4019
2025년 6월,B2B(GLOBAL),BA00024,스위밍풀토너[155ml/-],10637
2025년 6월,B2B(GLOBAL),BA00023,스위밍풀토너[300ml/-],17335
2025년 6월,B2B(GLOBAL),BA00025,스위밍풀토너패드[220ml|70매/-],4104
2025년 6월,B2B(GLOBAL),BA00017,앰플[50ml/-],59
2025년 6월,B2B(GLOBAL),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],1470
2025년 6월,B2B(GLOBAL),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],1526
2025년 6월,B2B(GLOBAL),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],4912
2025년 6월,B2B(GLOBAL),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],5094
2025년 6월,B2B(GLOBAL),BA00024,토너[155ml/-],1967
2025년 6월,B2B(GLOBAL),BA00023,토너[300ml/-],9384
2025년 6월,B2B(GLOBAL),BA00025,토너패드[220ml|70매/-],1137
2025년 6월,B2B(GLOBAL),BA00028,퍼플PDRN포어세럼[30ml/-],9989
2025년 6월,B2B(GLOBAL),BA00029,퍼플라이스포어클렌징오일[200ml/-],4360
2025년 6월,B2B(GLOBAL),BA00027,퍼플라이스포어팩클렌저[130g/-],4117
2025년 6월,Shopee(MY),BA00019,데일리글로우클렌저[210ml/-],263
2025년 6월,Shopee(MY),BA00010,딥크림[70ml/-],7
2025년 6월,Shopee(MY),BA00021,바쿠치올플럼핑세럼[30ml/-],634
2025년 6월,Shopee(MY),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],2
2025년 6월,Shopee(MY),BA00022,비타민일루미네이팅세럼[30ml/-],494
2025년 6월,Shopee(MY),BA00026,스위밍풀앰플[50ml/-],11
2025년 6월,Shopee(MY),BA00024,스위밍풀토너[155ml/-],693
2025년 6월,Shopee(MY),BA00023,스위밍풀토너[300ml/-],556
2025년 6월,Shopee(MY),BA00025,스위밍풀토너패드[220ml|70매/-],41
2025년 6월,Shopee(MY),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],13
2025년 6월,Shopee(MY),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],21
2025년 6월,Shopee(MY),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],8
2025년 6월,Shopee(MY),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],14
2025년 6월,Shopee(MY),BA00028,퍼플PDRN포어세럼[30ml/-],165
2025년 6월,Shopee(MY),BA00029,퍼플라이스포어클렌징오일[200ml/-],7
2025년 6월,Shopee(MY),BA00027,퍼플라이스포어팩클렌저[130g/-],17
2025년 6월,Shopee(PH),BA00021,바쿠치올플럼핑세럼[30ml/-],875
2025년 6월,Shopee(PH),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],7
2025년 6월,Shopee(PH),BA00022,비타민일루미네이팅세럼[30ml/-],661
2025년 6월,Shopee(PH),BA00026,스위밍풀앰플[50ml/-],26
2025년 6월,Shopee(PH),BA00024,스위밍풀토너[155ml/-],1674
2025년 6월,Shopee(PH),BA00023,스위밍풀토너[300ml/-],1324
2025년 6월,Shopee(PH),BA00025,스위밍풀토너패드[220ml|70매/-],859
2025년 6월,Shopee(PH),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],16
2025년 6월,Shopee(PH),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],45
2025년 6월,Shopee(PH),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],40
2025년 6월,Shopee(PH),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],89
2025년 6월,Shopee(PH),BA00028,퍼플PDRN포어세럼[30ml/-],349
2025년 6월,Shopee(PH),BA00029,퍼플라이스포어클렌징오일[200ml/-],25
2025년 6월,Shopee(PH),BA00027,퍼플라이스포어팩클렌저[130g/-],628
2025년 6월,Shopee(SG),BA00019,데일리글로우클렌저[210ml/-],50
2025년 6월,Shopee(SG),BA00021,바쿠치올플럼핑세럼[30ml/-],1012
2025년 6월,Shopee(SG),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],6
2025년 6월,Shopee(SG),BA00022,비타민일루미네이팅세럼[30ml/-],322
2025년 6월,Shopee(SG),BA00026,스위밍풀앰플[50ml/-],7
2025년 6월,Shopee(SG),BA00024,스위밍풀토너[155ml/-],808
2025년 6월,Shopee(SG),BA00023,스위밍풀토너[300ml/-],774
2025년 6월,Shopee(SG),BA00025,스위밍풀토너패드[220ml|70매/-],143
2025년 6월,Shopee(SG),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],7
2025년 6월,Shopee(SG),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],25
2025년 6월,Shopee(SG),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],28
2025년 6월,Shopee(SG),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],65
2025년 6월,Shopee(SG),BA00028,퍼플PDRN포어세럼[30ml/-],378
2025년 6월,Shopee(SG),BA00029,퍼플라이스포어클렌징오일[200ml/-],6
2025년 6월,Shopee(SG),BA00027,퍼플라이스포어팩클렌저[130g/-],19
2025년 6월,Shopee(TW),BA00021,바쿠치올플럼핑세럼[30ml/-],62
2025년 6월,Shopee(TW),BA00022,비타민일루미네이팅세럼[30ml/-],723
2025년 6월,Shopee(TW),BA00024,스위밍풀토너[155ml/-],17
2025년 6월,Shopee(TW),BA00023,스위밍풀토너[300ml/-],36
2025년 6월,Shopee(TW),BA00025,스위밍풀토너패드[220ml|70매/-],1
2025년 6월,Shopee(TW),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],32
2025년 6월,Shopee(TW),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],140
2025년 6월,Shopee(TW),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],14
2025년 6월,Shopee(TW),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],8
2025년 6월,Shopee(TW),BA00028,퍼플PDRN포어세럼[30ml/-],143
2025년 6월,Shopee(TW),BA00029,퍼플라이스포어클렌징오일[200ml/-],6
2025년 6월,Shopee(TW),BA00027,퍼플라이스포어팩클렌저[130g/-],100
2025년 6월,Shopee(VN),BA00021,바쿠치올플럼핑세럼[30ml/-],234
2025년 6월,Shopee(VN),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],2
2025년 6월,Shopee(VN),BA00022,비타민일루미네이팅세럼[30ml/-],116
2025년 6월,Shopee(VN),BA00026,스위밍풀앰플[50ml/-],2096
2025년 6월,Shopee(VN),BA00024,스위밍풀토너[155ml/-],738
2025년 6월,Shopee(VN),BA00023,스위밍풀토너[300ml/-],186
2025년 6월,Shopee(VN),BA00025,스위밍풀토너패드[220ml|70매/-],4
2025년 6월,Shopee(VN),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],45
2025년 6월,Shopee(VN),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],50
2025년 6월,Shopee(VN),BA00028,퍼플PDRN포어세럼[30ml/-],174
2025년 6월,Shopee(VN),BA00029,퍼플라이스포어클렌징오일[200ml/-],21
2025년 6월,Shopee(VN),BA00027,퍼플라이스포어팩클렌저[130g/-],16
2025년 6월,TikTokShop(USA),BA00021,바쿠치올플럼핑세럼[30ml/-],3183
2025년 6월,TikTokShop(USA),BA00022,비타민일루미네이팅세럼[30ml/-],2925
2025년 6월,TikTokShop(USA),BA00023,스위밍풀토너[300ml/-],2136
2025년 6월,TikTokShop(USA),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],151
2025년 6월,TikTokShop(USA),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],946
2025년 6월,TikTokShop(USA),BA00028,퍼플PDRN포어세럼[30ml/-],177
2025년 6월,TikTokShop(USA),BA00027,퍼플라이스포어팩클렌저[130g/-],89
2025년 7월,Amazon(USA),BA00019,데일리글로우클렌저[210ml/-],273
2025년 7월,Amazon(USA),BA00021,바쿠치올플럼핑세럼[30ml/-],14057
2025년 7월,Amazon(USA),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],534
2025년 7월,Amazon(USA),BA00022,비타민일루미네이팅세럼[30ml/-],6826
2025년 7월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],12516
2025년 7월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],779
2025년 7월,Amazon(USA),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],24
2025년 7월,Amazon(USA),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],76
2025년 7월,Amazon(USA),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],282
2025년 7월,Amazon(USA),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1324
2025년 7월,Amazon(USA),BA00028,퍼플PDRN포어세럼[30ml/-],1434
2025년 7월,Amazon(USA),BA00029,퍼플라이스포어클렌징오일[200ml/-],125
2025년 7월,Amazon(USA),BA00027,퍼플라이스포어팩클렌저[130g/-],92
2025년 7월,B2B(GLOBAL),BA00021,바쿠치올플럼핑세럼[30ml/-],32678
2025년 7월,B2B(GLOBAL),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],8806
2025년 7월,B2B(GLOBAL),BA00022,비타민일루미네이팅세럼[30ml/-],22004
2025년 7월,B2B(GLOBAL),BA00026,스위밍풀앰플[50ml/-],4093
2025년 7월,B2B(GLOBAL),BA00024,스위밍풀토너[155ml/-],11492
2025년 7월,B2B(GLOBAL),BA00023,스위밍풀토너[300ml/-],13473
2025년 7월,B2B(GLOBAL),BA00025,스위밍풀토너패드[220ml|70매/-],4438
2025년 7월,B2B(GLOBAL),BA00017,앰플[50ml/-],29
2025년 7월,B2B(GLOBAL),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],2396
2025년 7월,B2B(GLOBAL),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],2540
2025년 7월,B2B(GLOBAL),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],4150
2025년 7월,B2B(GLOBAL),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],5663
2025년 7월,B2B(GLOBAL),BA00024,토너[155ml/-],1145
2025년 7월,B2B(GLOBAL),BA00023,토너[300ml/-],5135
2025년 7월,B2B(GLOBAL),BA00025,토너패드[220ml|70매/-],804
2025년 7월,B2B(GLOBAL),BA00028,퍼플PDRN포어세럼[30ml/-],11610
2025년 7월,B2B(GLOBAL),BA00029,퍼플라이스포어클렌징오일[200ml/-],6414
2025년 7월,B2B(GLOBAL),BA00027,퍼플라이스포어팩클렌저[130g/-],6046
2025년 7월,Shopee(MY),BA00019,데일리글로우클렌저[210ml/-],935
2025년 7월,Shopee(MY),BA00010,딥크림[70ml/-],19
2025년 7월,Shopee(MY),BA00021,바쿠치올플럼핑세럼[30ml/-],905
2025년 7월,Shopee(MY),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],77
2025년 7월,Shopee(MY),BA00022,비타민일루미네이팅세럼[30ml/-],272
2025년 7월,Shopee(MY),BA00026,스위밍풀앰플[50ml/-],7
2025년 7월,Shopee(MY),BA00024,스위밍풀토너[155ml/-],1445
2025년 7월,Shopee(MY),BA00023,스위밍풀토너[300ml/-],688
2025년 7월,Shopee(MY),BA00025,스위밍풀토너패드[220ml|70매/-],45
2025년 7월,Shopee(MY),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],7
2025년 7월,Shopee(MY),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],13
2025년 7월,Shopee(MY),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],15
2025년 7월,Shopee(MY),BA00028,퍼플PDRN포어세럼[30ml/-],196
2025년 7월,Shopee(MY),BA00029,퍼플라이스포어클렌징오일[200ml/-],19
2025년 7월,Shopee(MY),BA00027,퍼플라이스포어팩클렌저[130g/-],399
2025년 7월,Shopee(PH),BA00021,바쿠치올플럼핑세럼[30ml/-],749
2025년 7월,Shopee(PH),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],60
2025년 7월,Shopee(PH),BA00022,비타민일루미네이팅세럼[30ml/-],444
2025년 7월,Shopee(PH),BA00026,스위밍풀앰플[50ml/-],19
2025년 7월,Shopee(PH),BA00024,스위밍풀토너[155ml/-],1602
2025년 7월,Shopee(PH),BA00023,스위밍풀토너[300ml/-],837
2025년 7월,Shopee(PH),BA00025,스위밍풀토너패드[220ml|70매/-],68
2025년 7월,Shopee(PH),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],20
2025년 7월,Shopee(PH),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],42
2025년 7월,Shopee(PH),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],17
2025년 7월,Shopee(PH),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],54
2025년 7월,Shopee(PH),BA00028,퍼플PDRN포어세럼[30ml/-],280
2025년 7월,Shopee(PH),BA00029,퍼플라이스포어클렌징오일[200ml/-],29
2025년 7월,Shopee(PH),BA00027,퍼플라이스포어팩클렌저[130g/-],137
2025년 7월,Shopee(SG),BA00019,데일리글로우클렌저[210ml/-],102
2025년 7월,Shopee(SG),BA00021,바쿠치올플럼핑세럼[30ml/-],1869
2025년 7월,Shopee(SG),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],124
2025년 7월,Shopee(SG),BA00022,비타민일루미네이팅세럼[30ml/-],775
2025년 7월,Shopee(SG),BA00026,스위밍풀앰플[50ml/-],13
2025년 7월,Shopee(SG),BA00024,스위밍풀토너[155ml/-],1741
2025년 7월,Shopee(SG),BA00023,스위밍풀토너[300ml/-],1177
2025년 7월,Shopee(SG),BA00025,스위밍풀토너패드[220ml|70매/-],238
2025년 7월,Shopee(SG),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],74
2025년 7월,Shopee(SG),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],380
2025년 7월,Shopee(SG),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],28
2025년 7월,Shopee(SG),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],82
2025년 7월,Shopee(SG),BA00028,퍼플PDRN포어세럼[30ml/-],442
2025년 7월,Shopee(SG),BA00029,퍼플라이스포어클렌징오일[200ml/-],29
2025년 7월,Shopee(SG),BA00027,퍼플라이스포어팩클렌저[130g/-],63
2025년 7월,Shopee(TW),BA00021,바쿠치올플럼핑세럼[30ml/-],69
2025년 7월,Shopee(TW),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],10
2025년 7월,Shopee(TW),BA00022,비타민일루미네이팅세럼[30ml/-],499
2025년 7월,Shopee(TW),BA00026,스위밍풀앰플[50ml/-],2
2025년 7월,Shopee(TW),BA00024,스위밍풀토너[155ml/-],11
2025년 7월,Shopee(TW),BA00023,스위밍풀토너[300ml/-],35
2025년 7월,Shopee(TW),BA00025,스위밍풀토너패드[220ml|70매/-],3
2025년 7월,Shopee(TW),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],22
2025년 7월,Shopee(TW),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],70
2025년 7월,Shopee(TW),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],25
2025년 7월,Shopee(TW),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],18
2025년 7월,Shopee(TW),BA00028,퍼플PDRN포어세럼[30ml/-],19
2025년 7월,Shopee(TW),BA00029,퍼플라이스포어클렌징오일[200ml/-],4
2025년 7월,Shopee(TW),BA00027,퍼플라이스포어팩클렌저[130g/-],96
2025년 7월,Shopee(VN),BA00021,바쿠치올플럼핑세럼[30ml/-],51
2025년 7월,Shopee(VN),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],6
2025년 7월,Shopee(VN),BA00022,비타민일루미네이팅세럼[30ml/-],9
2025년 7월,Shopee(VN),BA00024,스위밍풀토너[155ml/-],101
2025년 7월,Shopee(VN),BA00023,스위밍풀토너[300ml/-],18
2025년 7월,Shopee(VN),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],1
2025년 7월,Shopee(VN),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],2
2025년 7월,Shopee(VN),BA00028,퍼플PDRN포어세럼[30ml/-],34
2025년 7월,Shopee(VN),BA00029,퍼플라이스포어클렌징오일[200ml/-],6
2025년 7월,Shopee(VN),BA00027,퍼플라이스포어팩클렌저[130g/-],5
2025년 7월,TikTokShop(USA),BA00021,바쿠치올플럼핑세럼[30ml/-],1492
2025년 7월,TikTokShop(USA),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],137
2025년 7월,TikTokShop(USA),BA00022,비타민일루미네이팅세럼[30ml/-],1518
2025년 7월,TikTokShop(USA),BA00023,스위밍풀토너[300ml/-],1033
2025년 7월,TikTokShop(USA),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],30
2025년 7월,TikTokShop(USA),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],122
2025년 7월,TikTokShop(USA),BA00028,퍼플PDRN포어세럼[30ml/-],137
2025년 7월,TikTokShop(USA),BA00027,퍼플라이스포어팩클렌저[130g/-],50
2025년 8월,Amazon(USA),BA00019,데일리글로우클렌저[210ml/-],3
2025년 8월,Amazon(USA),BA00021,바쿠치올플럼핑세럼[30ml/-],247
2025년 8월,Amazon(USA),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],34
2025년 8월,Amazon(USA),BA00022,비타민일루미네이팅세럼[30ml/-],266
2025년 8월,Amazon(USA),BA00023,스위밍풀토너[300ml/-],177
2025년 8월,Amazon(USA),BA00025,스위밍풀토너패드[220ml|70매/-],7
2025년 8월,Amazon(USA),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],1
2025년 8월,Amazon(USA),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],5
2025년 8월,Amazon(USA),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],22
2025년 8월,Amazon(USA),BA00028,퍼플PDRN포어세럼[30ml/-],17
2025년 8월,Amazon(USA),BA00029,퍼플라이스포어클렌징오일[200ml/-],2
2025년 8월,Amazon(USA),BA00027,퍼플라이스포어팩클렌저[130g/-],2
2025년 8월,B2B(GLOBAL),BA00021,바쿠치올플럼핑세럼[30ml/-],3574
2025년 8월,B2B(GLOBAL),BA00039,바쿠치올플럼핑캡슐크림[50ml/-],795
2025년 8월,B2B(GLOBAL),BA00022,비타민일루미네이팅세럼[30ml/-],2052
2025년 8월,B2B(GLOBAL),BA00026,스위밍풀앰플[50ml/-],308
2025년 8월,B2B(GLOBAL),BA00024,스위밍풀토너[155ml/-],1792
2025년 8월,B2B(GLOBAL),BA00023,스위밍풀토너[300ml/-],2638
2025년 8월,B2B(GLOBAL),BA00025,스위밍풀토너패드[220ml|70매/-],1340
2025년 8월,B2B(GLOBAL),BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],245
2025년 8월,B2B(GLOBAL),BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],341
2025년 8월,B2B(GLOBAL),BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],185
2025년 8월,B2B(GLOBAL),BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],225
2025년 8월,B2B(GLOBAL),BA00028,퍼플PDRN포어세럼[30ml/-],1020
2025년 8월,B2B(GLOBAL),BA00027,퍼플라이스포어팩클렌저[130g/-],120
